eid,index,afid,name,domain,url,variants
10-s2.0-100611244,161,100611244,Center of Studies from the Physical Fitness Research Laboratory,,,"['Center For Physical Fitness Laboratory Studies Of São Caetano Do Sul (celafiscs)', 'Physical Fitness Research Center Of São Caetano Do Sul-celafiscs', 'Physical Fitness Research Center From São Caetano Do Sul-celafiscs', 'Center Of Studies Of The Physical Fitness Research Laboratory From Sao Caetano Do Sul (celafiscs)', 'Physical Fitness Research Laboratory Of Sao Caetano Do Sul (celafiscs)', 'Physical Fitness Research Laboratory De São Caetano Do Sul', 'Laboratory Of Sao Caetano Do Sul (celafiscs)', 'Center Of Studies Of The Physical Fitness Research Laboratory Of São Caetano Do Sul', 'Center Of Studies From The Physical Fitness Research Laboratory De São Caetano Do Sul', 'Center Of Studies From The Physical Fitness Research Laboratory']"
10-s2.0-60020303,160,60020303,A.C.Camargo Cancer Center,accamargo.org.br,http://www.accamargo.org.br/english,['A.C.Camargo Cancer Center']
10-s2.0-112873428,159,112873428,Cancer Institute of São Paulo,,,[]
10-s2.0-60004549,167,60004549,Instituto Evandro Chagas,iec.gov.br,https://www.iec.gov.br/,['Instituto Evandro Chagas']
10-s2.0-60028469,164,60028469,Universidade Federal do Estado do Rio de Janeiro,unirio.br,http://www.unirio.br,"['Rio de Janeiro State Federal University', 'Universidade Federal do Estado do Rio de Janeiro', 'Federal University of the State of Rio de Janeiro']"
10-s2.0-60070413,168,60070413,Central Hospital of Rio de Janeiro,,,['Central Hospital of Rio de Janeiro']
10-s2.0-107293079,166,107293079,Irmandade Santa Casa de Misericórdia de Porto Alegre,,,[]
10-s2.0-114147627,165,114147627,USS,,,['Uss']
10-s2.0-116075483,172,116075483,Hospital Beneficenca Portuguesa,,,['Hospital Beneficenca Portuguesa']
10-s2.0-60035244,171,60035244,Hospital Sao Francisco,saofrancisco.com.br,http://www.saofrancisco.com.br/,['Hospital Sao Francisco']
10-s2.0-112589785,169,112589785,Instituto do Câncer do Estado de São Paulo Octavio Frias de Oliveira,,,"['Instituto Do Câncer Do Estado De São Paulo Octavio Frias De Oliveira', 'Instituto Do Câncer Do Estado De São Paulo Octávio Frias De Oliveira', 'Instituto Do Câncer Do Estado Octavio Frias De Oliveira De São Paulo', 'Instituto Do Câncer De São Paulo Octavio Frias De Oliveira', 'Instituto Do Cancer Do Estado De Sao Paulo Octavio Frias De Oliveira', 'São Paulo Institute Of Cancer Octavio Frias De Oliveira', 'São Paulo Cancer Institute Octavio Frias De Oliveira', 'Instituto Docâ Ncer Do Estado De Saõ Paulo Octavio Frias De Oliveira', 'Instituto Do Câncer Do Estado De São Paulo Octavio Frias De Oliveira São Paulo', ""Instituto Do Câncer Do Estado De São Paulo 'octavio Frias De Oliveira'""]"
10-s2.0-126183287,173,126183287,Brazilian National Food and Nutritional Security Council,,,['Brazilian National Food And Nutritional Security Council']
10-s2.0-60101662,170,60101662,Marinha do Brasil,marinha.mil.br,https://www.marinha.mil.br/,[]
10-s2.0-60000513,175,60000513,Universidade Norte do Parana,www2.unopar.br,http://www2.unopar.br,"['University of the Northern Parana', 'Universidade Norte do Parana', 'University of Northern Paraná']"
10-s2.0-60020705,177,60020705,Instituto Dante Pazzanese de Cardiologia,dantepazzanese.org.br,,['Instituto Dante Pazzanese de Cardiologia']
10-s2.0-116189929,176,116189929,Secretaria Estadual da Agricultura e Pecuária,,,['Secretaria Estadual da Agricultura e Pecuária']
10-s2.0-60048204,178,60048204,Hospital de Base,hospitaldebase.com.br,http://www.hospitaldebase.com.br/,['Hospital de Base']
10-s2.0-60010253,174,60010253,Universidade do Extremo Sul Catarinense,unesc.net,https://www.unesc.net/home,"['University of the Extreme South of Santa Catarina', 'Universidade do Extremo Sul Catarinense']"
10-s2.0-100516411,182,100516411,Escola de Enfermagem,,,['Escola De Enfermagem']
10-s2.0-105951470,179,105951470,São José do Rio Preto Medical School,,,[]
10-s2.0-60015580,183,60015580,Universidade do Sul de Santa Catarina,unisul.br,,"['University of South Santa Catarina', 'Universidade do Sul de Santa Catarina']"
10-s2.0-60028351,180,60028351,Universidade Federal de Sao Joao del-Rei,ufsj.edu.br,https://ufsj.edu.br/ingles/,"['Federal University of Sao Joao del-Rei', 'Universidade Federal de Sao Joao del-Rei']"
10-s2.0-131742786,181,131742786,Hospital das Clinica,,,['Hospital Das Clinica']
10-s2.0-60021547,185,60021547,Universidade Catolica de Pelotas,ucpel.tche.br,,"['Catholic University of Pelotas', 'Universidade Catolica de Pelotas']"
10-s2.0-112969951,187,112969951,Maternity Hospital Therezinha de Jesus,,,[]
10-s2.0-60086757,188,60086757,"Hospital Monte Sinai, Juiz de Fora",,http://www.hospitalmontesinai.com.br/agenda.aspx?p_id_categoria=10,"['Hospital Monte Sinai, Juiz de Fora']"
10-s2.0-60049617,186,60049617,Faculdade de Medicina de São José do Rio Preto,famerp.br,https://www.famerp.br/,['Faculdade de Medicina de Sao Jose do Rio Preto']
10-s2.0-60015440,184,60015440,Universidade de Fortaleza,unifor.br,https://www.unifor.br/,"['University of Fortaleza', 'Universidade de Fortaleza']"
10-s2.0-60069328,189,60069328,Hospital Sao Rafael,hsr.com.br,http://www.hsr.com.br/,['Hospital Sao Rafael']
10-s2.0-112979243,193,112979243,ORIGEN Center for Reproductive Medicine,,,[]
10-s2.0-60018777,191,60018777,Fundacao Universidade Federal do Vale do Sao Francisco,portais.univasf.edu.br,https://portais.univasf.edu.br/,"['Federal Foundation University of Vale do Sao Francisco', 'Fundacao Universidade Federal do Vale do Sao Francisco']"
10-s2.0-112979378,190,112979378,Associação Fundo de Incentivo à Pesquisa,,,[]
10-s2.0-115577240,192,115577240,ORIGEN - Center for Reproductive Medicine,,,[]
10-s2.0-110515612,196,110515612,Laboratório Nacional Agropecuário,,,"['Laboratório Nacional Agropecuário', 'Laboratório Nacional Agropecuário/rs']"
10-s2.0-60065531,197,60065531,Embrapa Uva e Vinho,,https://www.embrapa.br/en/uva-e-vinho,"['Embrapa Uva e Vinho', 'Embrapa Grape & Wine']"
10-s2.0-60032751,194,60032751,Universidade Paulista,unip.br,https://www5.unip.br/,"['Paulista University', 'Universidade Paulista']"
10-s2.0-113766432,195,113766432,National Institute of Science and Technology of Tropical Diseases,,,['National Institute Of Science And Technology Of Tropical Diseases']
10-s2.0-60025701,198,60025701,Universidade de Passo Fundo,upf.br,https://www.upf.br/english,"['University of Passo Fundo', 'Universidade de Passo Fundo']"
10-s2.0-60024094,199,60024094,Universidade do Estado de Santa Catarina,udesc.br,https://www.udesc.br/,"['Santa Catarina State University', 'Universidade do Estado de Santa Catarina']"
10-s2.0-60038317,201,60038317,Embrapa Arroz e Feijão,,https://www.embrapa.br/arroz-e-feijao,"['Embrapa Arroz e Feijão', 'Embrapa Rice and Beans']"
10-s2.0-113039496,202,113039496,Centro de Estudos do Laboratório de Aptidão Física de São Caetano do Sul,,,[]
10-s2.0-60006182,200,60006182,Embrapa Recursos Geneticos e Biotecnologia,embrapa.br,https://www.embrapa.br/en/recursos-geneticos-e-biotecnologia,"['Embrapa Recursos Geneticos e Biotecnologia', 'Embrapa Genetic Resources & Biotechnology', 'Embrapa Genetic Resources and Biotechnology']"
10-s2.0-125758303,203,125758303,CEFOR - Centro da Face e Otorrino,,,['Cefor - Centro Da Face E Otorrino']
10-s2.0-114559841,206,114559841,Mendelics Genomic Analysis,,,[]
10-s2.0-60086762,204,60086762,Hospital Universitário Cajuru,hospitalcajuru.org.br,http://www.hospitalcajuru.org.br/,['Hospital Universitário Cajuru']
10-s2.0-60028247,205,60028247,Universidade de Caxias do Sul,ucs.br,http://www.ucs.br,"['University of Caxias do Sul', 'Universidade de Caxias do Sul']"
10-s2.0-106010152,207,106010152,State Government of Rio Grande do Sul,,,[]
10-s2.0-112696739,208,112696739,Centro de Estudos do Laboratório de Aptidão Física de São Caetano do Sul,,,[]
10-s2.0-106634343,209,106634343,Faculdade Evangélica do Paraná,,,[]
10-s2.0-60080207,212,60080207,Centro Universitário FIEO,unifieo.br,https://www.unifieo.br/,"['Centro Universitário FIEO', 'FIEO University Center']"
10-s2.0-121397016,213,121397016,FMP-FASE,,,"['Fmp-fase', 'Fmp']"
10-s2.0-60010970,210,60010970,Universidade Tuiuti do Parana,utp.br,http://www.utp.br,"['Tuiuti University of Parana', 'Universidade Tuiuti do Parana']"
10-s2.0-60279202,211,60279202,Evangelical University of Goiás – Unievangelica,en.unievangelica.edu.br,http://en.unievangelica.edu.br/,"['Evangelical University of Goiás – Unievangelica', 'Evangélica College of Goianésia', 'Universidade Evangélica de Goiás']"
10-s2.0-117969187,215,117969187,Brazilian Society of Pneumology and Phthisiology,,,['Brazilian Society of Pneumology and Phthisiology']
10-s2.0-105708401,214,105708401,Centro,,,"['Centro', 'Centro.']"
10-s2.0-105297034,218,105297034,Barretos Cancer Hospital,,,[]
10-s2.0-60101677,217,60101677,Instituto Federal do Espírito Santo,ifes.edu.br,https://www.ifes.edu.br/,"['Instituto Federal do Espírito Santo', 'Federal Institute of Espírito Santo']"
10-s2.0-60029534,216,60029534,Pontificia Universidade Catolica de Campinas,puc-campinas.edu.br,https://www.puc-campinas.edu.br/,"['Pontifical Catholic University of Campinas', 'Pontificia Universidade Catolica de Campinas']"
10-s2.0-112568530,221,112568530,Instituto de Reumatologia de São Paulo,,,[]
10-s2.0-116272568,220,116272568,CLION - CAM Group,,,"['Clion - Cam Group', 'Medical Dental At Clion - Cam Group', 'Clínica Clion – Grupo Cam', 'Clion–cam Group', 'Clion-cam Group', 'Clion And Cam']"
10-s2.0-60000273,223,60000273,Pontifícia Universidade Católica de São Paulo,pucsp.br,https://www.pucsp.br/home,"['Pontifical Catholic University of Sao Paulo', 'Pontifícia Universidade Católica de São Paulo']"
10-s2.0-101936882,219,101936882,Centro de Estudos do Laboratório de Aptidão Física de São Caetano do Sul (CELAFISCS),,,"['Centro De Estudos Do Laboratório De Aptidão Física De São Caetano Do Sul (celafiscs)', 'Centro De Estudos Do Laboratorio De Aptidao Fisica De Sao Caetano Do Sul (celafiscs)', 'Centro De Estudos Do Laboratorio De Aptidao Fisica De São Caetano Do Sul (celafiscs)', 'Centro De Estudos Do Laboratorio', 'Centro De Estudos Do Lab. De Aptidao Fisica De Sao Caetano Do Sul (celafiscs)']"
10-s2.0-106737567,222,106737567,UFMG,,,[]
10-s2.0-60013265,224,60013265,Universidade Veiga de Almeida,uva.br,http://www.uva.br,"['Veiga de Almeida University', 'Universidade Veiga de Almeida']"
10-s2.0-117261257,225,117261257,Núcleo de Pesquisa e Extensão em Psicanálise (NUPEP/ UFSJ,,,['Núcleo de Pesquisa e Extensão em Psicanálise (NUPEP/ UFSJ']
10-s2.0-100353735,226,100353735,Hospital Pérola Byington,,,"['Hospital Pérola Byington', 'Hospital Perola Byington', 'Pérola Byington Hospital', 'Perola Byington Hospital', 'Perola Byington Reference Center', 'Crsmnadi - Hospital Pérola Byington']"
10-s2.0-117261000,227,117261000,Centro de Referência em Álcool Tabaco e Outras Drogas (CRATOD),,,"['Centro De Referência Para Álcool E Outras Drogas (cratod)', 'Centro De Referência Em Álcool Tabaco E Outras Drogas (cratod)']"
10-s2.0-112924592,228,112924592,Faculdade de Juazeiro do Norte,,,"['Faculdade De Juazeiro Do Norte', 'University Center Of Juazeiro Do Norte', 'Secretaria Municipal De Saúde. Juazeiro Do Norte', 'Juazeiro Do Norte College', 'Juazeiro Do Norte', 'Faculdade Juazeiro Do Norte', 'Faculdade De Juazeiro Do Norte (fjn)']"
10-s2.0-60012114,229,60012114,Universidade Regional do Cariri,urca.br,http://www.urca.br,"['Regional University of Cariri', 'Universidade Regional do Cariri']"
10-s2.0-101620441,233,101620441,GENESIS - Centro de Assistência em Reprodução Humana,,,"['Genesis - Centro De Assistência Em Reprodução Humana', 'Genesis Centro De Assistência Em Reprodução Humana', 'Genesis-centro De Assistência Em Reprodução Humana', 'Gênesis Centro De Assistência E Reprodução Humana', 'Genesis-centro De Assistencia Em Reproducao Humana', 'Genesis Centro De Assistência Em Reprodução Humana Ltda', 'Centro De Assistência Em Reprodução Humana']"
10-s2.0-117260913,231,117260913,Arte e Política-UFRGS,,,['Arte e Política-UFRGS']
10-s2.0-106720925,230,106720925,Centro Universitário Luterano de Palmas,,,"['Centro Universitário Luterano De Palmas', 'Ctro. Univ. Luterano De Palmas', 'Centro Universitário Luterano De Palmas (ceulp/ulbra)', 'Centro Universitário Luterano', 'Centro Universitário Integrado De Palmas', 'Centro Universitario Lutherano De Palmas', 'Centro Universitario De Palmas', 'Centro Luterano De Palmas']"
10-s2.0-112509874,232,112509874,Psicologia Clínica da PUC-Rio,,,['Psicologia Clínica Da Puc-rio']
10-s2.0-117215876,234,117215876,PROADI/SUS - Brazilian Government,,,['PROADI/SUS - Brazilian Government']
10-s2.0-60013701,236,60013701,Universidade de Santo Amaro,unisa.br,http://www.unisa.br,"['University of Santo Amaro', 'Universidade de Santo Amaro']"
10-s2.0-127237714,237,127237714,National Institute of Science and Technology,,,"['National Institute Of Science And Technology', 'National Institute Of Science And Technology In Nano-biopharmaceutics']"
10-s2.0-100476307,235,100476307,Centro Universitário Lusíada,,,[]
10-s2.0-60069337,238,60069337,Hospital Santa Catarina,hsc.org.br,,['Hospital Santa Catarina']
10-s2.0-119586018,239,119586018,Jornal de Pediatria,,,['Jornal De Pediatria']
10-s2.0-60019649,240,60019649,Universidade Federal do Triangulo Mineiro,uftm.edu.br,http://www.uftm.edu.br,"['Federal University of Triangulo Mineiro', 'Universidade Federal do Triangulo Mineiro']"
10-s2.0-101704019,243,101704019,Postgraduate Program,,,"['Postgraduate Program', 'Postgraduation Program', 'Postgraduation Program And Endocrinology Service', 'Post-graduate Program', 'Ciências Médicas Postgraduate Program']"
10-s2.0-60001919,241,60001919,"Universidade Federal do Ceara, Faculdade de Medicina",ufc.br,http://www.medicina.ufc.br/,"['Federal University of Ceara, Faculty of Medicine', 'Universidade Federal do Ceara, Faculdade de Medicina']"
10-s2.0-122154057,242,122154057,Grupo Fleury,,,['Grupo Fleury']
10-s2.0-100400180,244,100400180,Endocrinology Service,,,['Endocrinology Service']
10-s2.0-60104784,246,60104784,Universidade Ceuma (UNICEUMA),,http://www.ceuma.br/,['Universidade Ceuma (UNICEUMA)']
10-s2.0-112593819,245,112593819,Albert Sabin Children's Hospital,,,[]
10-s2.0-108350967,247,108350967,Medical College of Jundiaí,,,"['Medical College Of Jundiai', 'Medical College Of Jundiaí', 'Jundiaí Physical Education College', 'Jundiaí Medical School', 'Medical College Of Jundiaí - Thoracic Surgery']"
10-s2.0-60020043,248,60020043,Universidade São Judas Tadeu,usjt.br,http://www.usjt.br,"['São Judas Tadeu University', 'Universidade São Judas Tadeu']"
10-s2.0-60014217,249,60014217,Faculdade de Ciencias Medicas da Santa Casa de Sao Paulo,fcmsantacasasp.edu.br,https://fcmsantacasasp.edu.br/english/,"['Faculdade de Ciencias Medicas da Santa Casa de Sao Paulo', 'Faculty of Medical Sciences of Santa Casa de Sao Paulo']"
10-s2.0-60103782,251,60103782,Universidade Federal dos Vales do Jequitinhonha e Mucuri,,http://www.ufvjm.edu.br/,"['Federal University of the Valleys of Jequitinhonha and Mucuri', 'Universidade Federal dos Vales do Jequitinhonha e Mucuri']"
10-s2.0-60271977,250,60271977,"Instituto Federal de Educação, Ciência e Tecnologia do Triangulo Mineiro (IFTM)",iftm.edu.br,https://iftm.edu.br/,"['Instituto Federal do Triângulo Mineiro', 'Federal Institute of Education, Science and Technology of Triangulo Mineiro', 'Instituto Federal de Educación, Ciencia y Tecnología del Triângulo Mineiro']"
10-s2.0-121267677,252,121267677,State University of Minas Gerais,,,[]
10-s2.0-60019749,253,60019749,Universidade Estadual do Rio Grande do Sul,uergs.edu.br,http://www.uergs.edu.br,"['State University of Rio Grande do Sul', 'Universidade Estadual do Rio Grande do Sul']"
10-s2.0-60084127,254,60084127,Hospital de Câncer de Barretos,,http://www.hcancerbarretos.com.br/,['Hospital de Câncer de Barretos']
10-s2.0-116464287,255,116464287,Centro Universitário Estácio-FIC,,,['Centro Universitário Estácio-FIC']
10-s2.0-116464008,257,116464008,Hospital Geral Dr César Cals de Oliveira,,,['Hospital Geral Dr César Cals de Oliveira']
10-s2.0-60021606,256,60021606,Universidade Estadual do Ceará,uece.br,https://www.uece.br/,"['State University of Ceara', 'Universidade Estadual do Ceara', 'Ceará State University', 'Universidade Estadual do Ceará', 'State University of Ceará']"
10-s2.0-60017931,258,60017931,Ministério da Saúde,gov.br,https://www.gov.br/saude/pt-br,"['Ministerio da Saude', 'Ministério da Saúde']"
10-s2.0-60006437,259,60006437,Instituto Brasileiro de Geografia e Estatistica,ibge.gov.br,http://www.ibge.gov.br/home/,['Instituto Brasileiro de Geografia e Estatistica']
10-s2.0-60070419,260,60070419,"Pan American Health Organization, Brasilia",,,"['Pan American Health Organization, Brasilia']"
